S&P Comp.,Dividend,Earnings,CPI,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings,Real TR Scaled Earnings,CAPE,TR CAPE,Monthly Total Bond Returns,Real Total Bond Returns
435.23,12.41,19.34,142.6,6.6,959.14,27.36,590.2057466063349,42.62,274.7563420724095,20.32,23.87,1.03,21.76
441.70,12.45,19.59,143.1,6.26,969.99,27.33,590.2057466063349,43.02,274.7563420724095,20.55,24.12,1.03,22.35
450.16,12.48,19.84,143.6,5.98,985.13,27.31,590.2057466063349,43.42,274.7563420724095,20.86,24.48,1.01,22.85
443.08,12.49,19.67,144.0,5.97,966.94,27.26,590.2057466063349,42.93,274.7563420724095,20.46,24.01,1.0,22.92
445.25,12.51,19.5,144.2,6.04,970.33,27.26,590.2057466063349,42.5,274.7563420724095,20.52,24.07,1.01,22.88
448.06,12.52,19.33,144.4,5.96,975.1,27.25,590.2057466063349,42.07,274.7563420724095,20.61,24.18,1.02,23.1
447.29,12.52,19.69,144.4,5.81,973.43,27.25,590.2057466063349,42.85,274.7563420724095,20.56,24.12,1.01,23.48
454.13,12.52,20.05,144.8,5.68,985.58,27.17,590.2057466063349,43.51,274.7563420724095,20.81,24.41,1.03,23.75
459.24,12.52,20.41,145.1,5.36,994.61,27.12,590.2057466063349,44.2,274.7563420724095,20.99,24.61,1.01,24.4
459.24,12.52,20.41,145.1,5.36,994.61,27.12,590.2057466063349,44.2,274.7563420724095,20.99,24.61,1.01,24.4
462.89,12.56,21.39,145.8,5.72,997.7,27.07,590.2057466063349,46.1,274.7563420724095,21.04,24.65,1.0,23.84
465.95,12.58,21.89,145.8,5.77,1004.3,27.11,590.2057466063349,47.18,274.7563420724095,21.16,24.78,1.01,23.86
472.99,12.62,22.16,146.2,5.75,1016.68,27.13,590.2057466063349,47.63,274.7563420724095,21.41,25.06,0.99,23.94
471.58,12.67,22.43,146.7,5.97,1010.2,27.13,590.2057466063349,48.06,274.7563420724095,21.26,24.88,0.97,23.58
463.81,12.71,22.71,147.2,6.48,990.18,27.13,590.2057466063349,48.48,274.7563420724095,20.83,24.36,0.97,22.75
447.23,12.75,23.54,147.4,6.97,953.49,27.19,590.2057466063349,50.19,274.7563420724095,20.06,23.44,0.99,22.04
450.90,12.8,24.37,147.5,7.18,960.66,27.26,590.2057466063349,51.92,274.7563420724095,20.2,23.59,1.01,21.83
454.83,12.84,25.2,148.0,7.1,965.76,27.26,590.2057466063349,53.51,274.7563420724095,20.29,23.69,0.99,22.01
451.40,12.87,25.91,148.4,7.3,955.89,27.25,590.2057466063349,54.87,274.7563420724095,20.07,23.42,1.01,21.77
464.24,12.9,26.62,149.0,7.24,979.12,27.21,590.2057466063349,56.14,274.7563420724095,20.54,23.95,0.99,21.91
466.96,12.92,27.33,149.4,7.46,982.22,27.18,590.2057466063349,57.49,274.7563420724095,20.58,23.98,0.99,21.64
466.96,12.92,27.33,149.4,7.46,982.22,27.18,590.2057466063349,57.49,274.7563420724095,20.58,23.98,0.99,21.64
461.01,13.1,29.51,149.7,7.96,967.77,27.49,590.2057466063349,61.95,274.7563420724095,20.21,23.51,1.02,21.13
455.19,13.17,30.6,149.7,7.81,955.55,27.65,590.2057466063349,64.24,274.7563420724095,19.91,23.15,1.01,21.49
465.25,13.18,31.25,150.3,7.78,972.77,27.56,590.2057466063349,65.34,274.7563420724095,20.22,23.49,1.03,21.59
481.92,13.18,31.9,150.9,7.47,1003.62,27.45,590.2057466063349,66.43,274.7563420724095,20.8,24.14,1.03,22.11
493.15,13.17,32.55,151.4,7.2,1023.61,27.34,590.2057466063349,67.56,274.7563420724095,21.15,24.53,1.02,22.59
507.91,13.24,33.18,151.9,7.06,1050.78,27.4,590.2057466063349,68.64,274.7563420724095,21.64,25.07,1.04,22.88
523.81,13.31,33.8,152.2,6.63,1081.54,27.47,590.2057466063349,69.8,274.7563420724095,22.2,25.68,1.04,23.68
539.35,13.36,34.43,152.5,6.17,1111.43,27.53,590.2057466063349,70.95,274.7563420724095,22.72,26.26,1.0,24.57
557.37,13.44,34.68,152.5,6.28,1148.56,27.7,590.2057466063349,71.46,274.7563420724095,23.38,26.99,0.99,24.5
559.11,13.51,34.93,152.9,6.49,1149.14,27.77,590.2057466063349,71.79,274.7563420724095,23.28,26.86,1.03,24.19
578.77,13.58,35.18,153.2,6.2,1187.21,27.86,590.2057466063349,72.16,274.7563420724095,23.95,27.59,1.02,24.79
578.77,13.58,35.18,153.2,6.2,1187.21,27.86,590.2057466063349,72.16,274.7563420724095,23.95,27.59,1.02,24.79
595.53,13.72,34.37,153.6,5.93,1218.41,28.07,590.2057466063349,70.31,274.7563420724095,24.35,28.0,1.02,25.48
614.57,13.79,33.96,153.5,5.71,1258.18,28.23,590.2057466063349,69.52,274.7563420724095,25.03,28.75,1.01,26.04
614.42,13.89,33.99,154.4,5.65,1250.55,28.28,590.2057466063349,69.17,274.7563420724095,24.76,28.42,0.99,26.13
649.54,14.0,34.01,154.9,5.81,1317.76,28.4,590.2057466063349,69.0,274.7563420724095,25.98,29.78,0.97,25.86
647.07,14.1,34.04,155.7,6.27,1306.0,28.46,590.2057466063349,68.7,274.7563420724095,25.63,29.36,0.99,24.98
647.17,14.16,34.33,156.3,6.51,1301.19,28.46,590.2057466063349,69.02,274.7563420724095,25.42,29.1,0.99,24.58
661.23,14.21,34.62,156.6,6.74,1326.91,28.52,590.2057466063349,69.47,274.7563420724095,25.81,29.52,0.99,24.25
668.50,14.27,34.91,156.7,6.91,1340.65,28.62,590.2057466063349,70.01,274.7563420724095,25.97,29.67,1.01,24.08
644.07,14.4,35.27,157.0,6.87,1289.18,28.82,590.2057466063349,70.6,274.7563420724095,24.86,28.38,1.02,24.24
662.68,14.53,35.64,157.3,6.64,1323.9,29.03,590.2057466063349,71.2,274.7563420724095,25.41,28.99,0.99,24.74
674.88,14.66,36.0,157.8,6.83,1344.01,29.19,590.2057466063349,71.69,274.7563420724095,25.68,29.27,1.03,24.46
674.88,14.66,36.0,157.8,6.83,1344.01,29.19,590.2057466063349,71.69,274.7563420724095,25.68,29.27,1.03,24.46
735.67,14.82,37.82,158.6,6.2,1457.68,29.36,590.2057466063349,74.94,274.7563420724095,27.59,31.38,1.0,25.75
743.25,14.9,38.73,158.6,6.3,1472.7,29.52,590.2057466063349,76.74,274.7563420724095,27.72,31.51,0.98,25.69
766.22,14.95,39.23,159.1,6.58,1513.44,29.54,590.2057466063349,77.49,274.7563420724095,28.33,32.17,1.02,25.23
798.39,15.01,39.74,159.6,6.42,1572.04,29.55,590.2057466063349,78.24,274.7563420724095,29.27,33.19,0.99,25.58
792.16,15.06,40.24,160.0,6.69,1555.87,29.58,590.2057466063349,79.04,274.7563420724095,28.8,32.64,0.99,25.15
763.93,15.09,40.34,160.2,6.89,1498.55,29.61,590.2057466063349,79.14,274.7563420724095,27.59,31.23,1.02,24.9
833.09,15.13,40.45,160.1,6.71,1635.24,29.69,590.2057466063349,79.39,274.7563420724095,29.93,33.84,1.02,25.39
876.29,15.16,40.55,160.3,6.49,1717.89,29.72,590.2057466063349,79.49,274.7563420724095,31.26,35.31,1.03,25.9
925.29,15.22,40.58,160.5,6.22,1811.69,29.79,590.2057466063349,79.45,274.7563420724095,32.77,36.97,1.0,26.53
927.24,15.27,40.61,160.8,6.3,1812.12,29.85,590.2057466063349,79.36,274.7563420724095,32.59,36.73,1.01,26.46
937.02,15.33,40.64,161.2,6.21,1826.69,29.89,590.2057466063349,79.23,274.7563420724095,32.67,36.78,1.02,26.71
937.02,15.33,40.64,161.2,6.21,1826.69,29.89,590.2057466063349,79.23,274.7563420724095,32.67,36.78,1.02,26.71
938.92,15.44,40.03,161.5,5.88,1827.0,30.05,590.2057466063349,77.89,274.7563420724095,32.34,36.32,1.01,27.59
962.37,15.5,39.72,161.3,5.81,1874.95,30.2,590.2057466063349,77.38,274.7563420724095,33.03,37.06,1.03,27.91
963.36,15.55,39.66,161.6,5.54,1873.39,30.24,590.2057466063349,77.12,274.7563420724095,32.86,36.83,1.0,28.57
1023.74,15.6,39.6,161.9,5.57,1987.12,30.28,590.2057466063349,76.87,274.7563420724095,34.71,38.86,1.0,28.58
1076.83,15.64,39.54,162.2,5.65,2086.31,30.3,590.2057466063349,76.61,274.7563420724095,36.3,40.58,1.01,28.49
1112.20,15.75,39.35,162.5,5.64,2150.85,30.46,590.2057466063349,76.1,274.7563420724095,37.28,41.63,1.0,28.59
1108.42,15.85,39.16,162.8,5.65,2139.59,30.6,590.2057466063349,75.59,274.7563420724095,36.96,41.22,1.02,28.65
1108.39,15.95,38.97,163.0,5.5,2136.91,30.75,590.2057466063349,75.13,274.7563420724095,36.8,40.99,1.01,29.08
1156.58,16.02,38.68,163.2,5.46,2227.09,30.84,590.2057466063349,74.48,274.7563420724095,38.26,42.56,1.01,29.26
1074.62,16.08,38.38,163.4,5.34,2066.73,30.93,590.2057466063349,73.82,274.7563420724095,35.42,39.36,1.05,29.63
1020.64,16.14,38.09,163.6,4.81,1960.52,31.0,590.2057466063349,73.17,274.7563420724095,33.53,37.21,1.03,30.96
1020.64,16.14,38.09,163.6,4.81,1960.52,31.0,590.2057466063349,73.17,274.7563420724095,33.53,37.21,1.03,30.96
1144.43,16.18,37.84,164.0,4.83,2192.94,31.01,590.2057466063349,72.5,274.7563420724095,37.37,41.38,1.02,31.07
1190.05,16.2,37.71,163.9,4.65,2281.75,31.06,590.2057466063349,72.3,274.7563420724095,38.82,42.93,1.0,31.66
1248.77,16.28,37.93,164.3,4.72,2388.51,31.14,590.2057466063349,72.55,274.7563420724095,40.58,44.81,0.98,31.53
1246.58,16.37,38.16,164.5,5.0,2381.42,31.27,590.2057466063349,72.89,274.7563420724095,40.4,44.56,0.99,30.92
1281.66,16.45,38.38,165.0,5.23,2441.01,31.33,590.2057466063349,73.1,274.7563420724095,41.36,45.55,1.01,30.41
1334.76,16.45,39.26,166.2,5.18,2523.79,31.1,590.2057466063349,74.23,274.7563420724095,42.7,46.97,0.98,30.44
1332.07,16.45,40.14,166.2,5.54,2518.71,31.1,590.2057466063349,75.9,274.7563420724095,42.56,46.75,0.98,29.74
1322.55,16.45,41.02,166.2,5.9,2500.71,31.1,590.2057466063349,77.56,274.7563420724095,42.18,46.27,1.01,29.07
1380.99,16.51,42.0,166.7,5.79,2603.37,31.13,590.2057466063349,79.18,274.7563420724095,43.83,48.01,0.99,29.37
1327.49,16.58,42.98,167.1,5.94,2496.53,31.17,590.2057466063349,80.83,274.7563420724095,41.93,45.87,1.01,29.11
1318.17,16.64,43.96,167.9,5.92,2467.19,31.14,590.2057466063349,82.28,274.7563420724095,41.32,45.15,0.99,29.16
1318.17,16.64,43.96,167.9,5.92,2467.19,31.14,590.2057466063349,82.28,274.7563420724095,41.32,45.15,0.99,29.16
1391.00,16.67,46.77,168.3,6.03,2597.31,31.13,590.2057466063349,87.32,274.7563420724095,43.21,47.09,0.99,29.14
1428.68,16.69,48.17,168.3,6.28,2667.67,31.16,590.2057466063349,89.94,274.7563420724095,44.2,48.11,0.98,28.75
1425.59,16.71,49.1,168.8,6.66,2654.02,31.12,590.2057466063349,91.4,274.7563420724095,43.77,47.59,1.02,28.03
1388.87,16.74,50.02,169.8,6.52,2570.43,30.98,590.2057466063349,92.58,274.7563420724095,42.19,45.81,1.02,28.3
1442.21,16.76,50.95,171.2,6.26,2647.32,30.76,590.2057466063349,93.52,274.7563420724095,43.22,46.88,1.03,28.76
1461.36,16.74,51.27,171.3,5.99,2680.9,30.71,590.2057466063349,94.06,274.7563420724095,43.53,47.16,0.97,29.47
1418.48,16.72,51.6,171.5,6.44,2599.21,30.64,590.2057466063349,94.55,274.7563420724095,41.97,45.41,1.03,28.62
1461.96,16.7,51.92,172.4,6.1,2664.89,30.44,590.2057466063349,94.64,274.7563420724095,42.78,46.25,1.01,29.34
1473.00,16.58,52.51,172.8,6.05,2678.8,30.16,590.2057466063349,95.5,274.7563420724095,42.76,46.17,1.02,29.53
1485.46,16.47,53.11,172.8,5.83,2701.46,29.95,590.2057466063349,96.58,274.7563420724095,42.87,46.24,1.01,30.16
1468.05,16.35,53.7,173.7,5.8,2655.97,29.58,590.2057466063349,97.15,274.7563420724095,41.9,45.15,1.01,30.22
1468.05,16.35,53.7,173.7,5.8,2655.97,29.58,590.2057466063349,97.15,274.7563420724095,41.9,45.15,1.01,30.22
1378.04,16.3,51.23,174.1,5.72,2487.39,29.42,590.2057466063349,92.48,274.7563420724095,38.78,41.71,1.04,30.63
1330.93,16.27,50.0,174.0,5.24,2403.74,29.38,590.2057466063349,90.3,274.7563420724095,37.27,40.06,1.01,31.93
1335.63,16.17,48.48,175.1,5.16,2397.07,29.02,590.2057466063349,87.01,274.7563420724095,36.98,39.71,1.01,32.06
1305.75,16.07,46.96,175.8,5.1,2334.12,28.73,590.2057466063349,83.94,274.7563420724095,35.83,38.46,1.02,32.22
1185.85,15.97,45.44,176.2,4.89,2114.98,28.48,590.2057466063349,81.04,274.7563420724095,32.33,34.68,0.98,32.81
1189.84,15.88,42.56,176.9,5.14,2113.69,28.2,590.2057466063349,75.6,274.7563420724095,32.17,34.5,0.99,32.18
1270.37,15.78,39.67,177.7,5.39,2246.59,27.91,590.2057466063349,70.16,274.7563420724095,34.07,36.52,1.01,31.56
1238.71,15.69,36.79,178.0,5.28,2186.91,27.7,590.2057466063349,64.95,274.7563420724095,33.07,35.43,1.01,31.92
1204.45,15.71,33.96,177.5,5.24,2132.42,27.81,590.2057466063349,60.13,274.7563420724095,32.16,34.45,1.03,32.24
1178.50,15.72,31.14,177.5,4.97,2086.47,27.84,590.2057466063349,55.13,274.7563420724095,31.4,33.63,1.02,33.07
1044.64,15.74,28.31,178.3,4.73,1841.18,27.74,590.2057466063349,49.9,274.7563420724095,27.67,29.63,1.02,33.68
1044.64,15.74,28.31,178.3,4.73,1841.18,27.74,590.2057466063349,49.9,274.7563420724095,27.67,29.63,1.02,33.68
1129.68,15.74,25.9,177.4,4.65,2001.17,27.88,590.2057466063349,45.87,274.7563420724095,30.01,32.14,0.97,34.33
1144.93,15.74,24.69,176.7,5.09,2036.22,27.99,590.2057466063349,43.91,274.7563420724095,30.5,32.68,1.01,33.42
1140.21,15.74,24.69,177.1,5.04,2023.24,27.92,590.2057466063349,43.82,274.7563420724095,30.28,32.45,1.01,33.61
1100.67,15.73,24.7,177.8,4.91,1945.39,27.81,590.2057466063349,43.65,274.7563420724095,29.09,31.18,0.98,33.96
1153.79,15.73,24.7,178.8,5.28,2027.87,27.65,590.2057466063349,43.41,274.7563420724095,30.29,32.48,1.01,32.95
1111.93,15.83,25.38,179.8,5.21,1943.43,27.67,590.2057466063349,44.36,274.7563420724095,29.01,31.1,1.01,33.09
1079.25,15.94,26.06,179.8,5.16,1886.31,27.85,590.2057466063349,45.55,274.7563420724095,28.13,30.17,1.02,33.36
1014.02,16.04,26.74,179.9,4.93,1771.32,28.02,590.2057466063349,46.71,274.7563420724095,26.39,28.32,1.03,34.08
903.59,15.96,27.84,180.1,4.65,1576.66,27.85,590.2057466063349,48.58,274.7563420724095,23.46,25.19,1.04,34.94
912.55,15.88,28.94,180.7,4.26,1587.01,27.62,590.2057466063349,50.33,274.7563420724095,23.59,25.34,1.04,36.06
867.81,15.8,30.04,181.0,3.87,1506.7,27.43,590.2057466063349,52.16,274.7563420724095,22.37,24.03,1.0,37.28
867.81,15.8,30.04,181.0,3.87,1506.7,27.43,590.2057466063349,52.16,274.7563420724095,22.37,24.03,1.0,37.28
909.93,15.98,28.41,181.3,4.05,1577.22,27.7,590.2057466063349,49.24,274.7563420724095,23.35,25.11,1.01,36.91
899.18,16.07,27.59,180.9,4.03,1562.03,27.92,590.2057466063349,47.93,274.7563420724095,23.1,24.86,1.0,37.18
895.84,16.12,28.5,181.7,4.05,1549.38,27.88,590.2057466063349,49.29,274.7563420724095,22.9,24.65,1.02,37.08
837.03,16.17,29.41,183.1,3.9,1436.59,27.75,590.2057466063349,50.48,274.7563420724095,21.21,22.85,1.01,37.37
846.63,16.22,30.32,184.2,3.81,1444.39,27.67,590.2057466063349,51.73,274.7563420724095,21.31,22.97,0.99,37.55
890.03,16.2,31.73,183.8,3.96,1521.74,27.7,590.2057466063349,54.25,274.7563420724095,22.43,24.19,1.04,37.29
935.96,16.19,33.14,183.5,3.57,1602.89,27.72,590.2057466063349,56.75,274.7563420724095,23.59,25.45,1.02,38.69
988.00,16.17,34.55,183.7,3.33,1690.17,27.66,590.2057466063349,59.1,274.7563420724095,24.83,26.8,0.95,39.54
992.54,16.31,35.89,183.9,3.98,1696.09,27.87,590.2057466063349,61.34,274.7563420724095,24.87,26.84,0.97,37.51
989.53,16.45,37.24,184.6,4.45,1684.53,28.0,590.2057466063349,63.39,274.7563420724095,24.64,26.61,1.02,36.08
1019.44,16.59,38.58,185.2,4.27,1729.83,28.15,590.2057466063349,65.46,274.7563420724095,25.24,27.26,1.0,36.62
1019.44,16.59,38.58,185.2,4.27,1729.83,28.15,590.2057466063349,65.46,274.7563420724095,25.24,27.26,1.0,36.62
1049.90,17.12,45.35,184.5,4.3,1788.27,29.17,590.2057466063349,77.25,274.7563420724095,25.95,28.03,1.01,36.93
1080.64,17.39,48.74,184.3,4.27,1842.63,29.65,590.2057466063349,83.11,274.7563420724095,26.64,28.78,1.01,37.2
1132.52,17.6,49.83,185.2,4.15,1921.7,29.86,590.2057466063349,84.55,274.7563420724095,27.66,29.88,1.01,37.51
1143.36,17.81,50.91,186.2,4.08,1929.68,30.06,590.2057466063349,85.93,274.7563420724095,27.65,29.87,1.02,37.65
1123.98,18.02,52.0,187.4,3.83,1884.82,30.22,590.2057466063349,87.2,274.7563420724095,26.89,29.04,0.96,38.3
1133.36,18.21,53.38,188.0,4.35,1894.49,30.44,590.2057466063349,89.23,274.7563420724095,26.9,29.06,0.97,36.71
1102.78,18.41,54.77,189.1,4.72,1832.65,30.59,590.2057466063349,91.01,274.7563420724095,25.9,27.98,1.0,35.56
1132.76,18.6,56.15,189.7,4.73,1876.52,30.81,590.2057466063349,93.02,274.7563420724095,26.4,28.52,1.02,35.56
1105.85,18.79,56.69,189.4,4.5,1834.84,31.17,590.2057466063349,94.06,274.7563420724095,25.7,27.76,1.02,36.41
1088.94,18.97,57.23,189.5,4.28,1805.83,31.46,590.2057466063349,94.91,274.7563420724095,25.17,27.19,1.02,37.17
1117.66,19.16,57.77,189.9,4.13,1849.55,31.71,590.2057466063349,95.6,274.7563420724095,25.67,27.73,1.01,37.68
1117.66,19.16,57.77,189.9,4.13,1849.55,31.71,590.2057466063349,95.6,274.7563420724095,25.67,27.73,1.01,37.68
1168.94,19.35,58.29,191.0,4.19,1923.27,31.83,590.2057466063349,95.91,274.7563420724095,26.47,28.58,1.0,37.54
1199.21,19.44,58.55,190.3,4.23,1980.33,32.1,590.2057466063349,96.69,274.7563420724095,27.14,29.31,1.0,37.68
1181.41,19.7,59.11,190.7,4.22,1946.85,32.47,590.2057466063349,97.4,274.7563420724095,26.59,28.71,1.01,37.77
1199.63,19.97,59.66,191.8,4.17,1965.53,32.71,590.2057466063349,97.76,274.7563420724095,26.74,28.87,0.98,37.83
1194.90,20.23,60.22,193.3,4.5,1942.59,32.89,590.2057466063349,97.9,274.7563420724095,26.34,28.43,1.02,36.68
1164.43,20.46,61.23,194.6,4.34,1880.41,33.05,590.2057466063349,98.88,274.7563420724095,25.41,27.43,1.02,37.04
1178.28,20.7,62.25,194.4,4.14,1904.73,33.46,590.2057466063349,100.62,274.7563420724095,25.65,27.69,1.01,37.82
1202.25,20.93,63.26,194.5,4.0,1942.48,33.82,590.2057466063349,102.21,274.7563420724095,26.07,28.14,0.99,38.36
1222.24,21.11,64.33,195.4,4.18,1965.68,33.95,590.2057466063349,103.46,274.7563420724095,26.29,28.37,1.0,37.75
1224.27,21.29,65.4,196.4,4.26,1958.92,34.07,590.2057466063349,104.64,274.7563420724095,26.1,28.17,1.01,37.45
1225.92,21.47,66.47,198.8,4.2,1937.88,33.94,590.2057466063349,105.07,274.7563420724095,25.73,27.76,0.98,37.31
1225.92,21.47,66.47,198.8,4.2,1937.88,33.94,590.2057466063349,105.07,274.7563420724095,25.73,27.76,0.98,37.31
1237.37,21.97,68.71,197.6,4.54,1967.86,34.94,590.2057466063349,109.27,274.7563420724095,25.93,27.98,1.01,36.79
1262.07,22.22,69.83,196.8,4.47,2015.3,35.48,590.2057466063349,111.51,274.7563420724095,26.44,28.53,1.01,37.28
1278.73,22.41,70.78,198.3,4.42,2026.46,35.51,590.2057466063349,112.16,274.7563420724095,26.47,28.55,0.99,37.29
1276.65,22.59,71.72,198.7,4.57,2019.09,35.73,590.2057466063349,113.43,274.7563420724095,26.25,28.31,0.99,36.91
1293.74,22.78,72.67,199.8,4.72,2034.85,35.83,590.2057466063349,114.3,274.7563420724095,26.33,28.4,0.98,36.41
1302.17,23.0,73.28,201.5,4.99,2030.83,35.87,590.2057466063349,114.28,274.7563420724095,26.15,28.2,0.99,35.48
1290.01,23.22,73.88,202.5,5.11,2001.93,36.03,590.2057466063349,114.66,274.7563420724095,25.65,27.66,1.0,35.12
1253.17,23.44,74.49,202.9,5.11,1940.93,36.3,590.2057466063349,115.37,274.7563420724095,24.75,26.69,1.01,35.2
1260.24,23.66,75.85,203.5,5.09,1946.12,36.54,590.2057466063349,117.13,274.7563420724095,24.7,26.63,1.02,35.3
1287.15,23.88,77.21,203.9,4.88,1983.78,36.8,590.2057466063349,119.0,274.7563420724095,25.05,27.02,1.02,35.96
1317.74,24.1,78.57,202.9,4.72,2040.94,37.33,590.2057466063349,121.69,274.7563420724095,25.64,27.66,1.0,36.75
1317.74,24.1,78.57,202.9,4.72,2040.94,37.33,590.2057466063349,121.69,274.7563420724095,25.64,27.66,1.0,36.75
1388.64,24.62,80.53,201.5,4.6,2165.69,38.4,590.2057466063349,125.59,274.7563420724095,26.93,29.03,1.01,37.65
1416.42,24.88,81.51,201.8,4.56,2205.73,38.74,590.2057466063349,126.93,274.7563420724095,27.28,29.41,0.99,37.86
1424.16,25.08,82.06,202.42,4.76,2211.03,38.94,590.2057466063349,127.39,274.7563420724095,27.21,29.33,1.01,37.29
1444.80,25.29,82.6,203.5,4.72,2231.14,39.05,590.2057466063349,127.56,274.7563420724095,27.32,29.44,1.02,37.35
1406.95,25.49,83.15,205.35,4.56,2153.09,39.01,590.2057466063349,127.25,274.7563420724095,26.23,28.26,0.99,37.63
1463.64,25.72,83.74,206.69,4.69,2225.38,39.1,590.2057466063349,127.32,274.7563420724095,26.98,29.07,1.0,37.15
1511.14,25.94,84.33,207.95,4.75,2283.65,39.21,590.2057466063349,127.44,274.7563420724095,27.55,29.68,0.98,36.89
1514.19,26.17,84.92,208.35,5.1,2283.83,39.47,590.2057466063349,128.08,274.7563420724095,27.42,29.53,1.01,35.97
1520.71,26.44,82.81,208.3,5.0,2294.25,39.89,590.2057466063349,124.94,274.7563420724095,27.41,29.52,1.03,36.41
1454.62,26.71,80.71,207.92,4.67,2198.57,40.37,590.2057466063349,121.98,274.7563420724095,26.15,28.16,1.02,37.58
1497.12,26.98,78.6,208.49,4.52,2256.59,40.67,590.2057466063349,118.47,274.7563420724095,26.73,28.78,1.0,38.07
1497.12,26.98,78.6,208.49,4.52,2256.59,40.67,590.2057466063349,118.47,274.7563420724095,26.73,28.78,1.0,38.07
1463.39,27.48,70.32,210.18,4.15,2188.05,41.09,590.2057466063349,105.14,274.7563420724095,25.73,27.71,1.01,39.19
1479.22,27.73,66.18,210.04,4.1,2213.2,41.49,590.2057466063349,99.02,274.7563420724095,25.96,27.96,1.03,39.51
1378.76,27.92,64.25,211.08,3.74,2052.69,41.57,590.2057466063349,95.65,274.7563420724095,24.02,25.89,1.0,40.62
1354.87,28.11,62.32,211.69,3.74,2011.28,41.73,590.2057466063349,92.51,274.7563420724095,23.5,25.33,1.02,40.63
1316.94,28.3,60.39,213.53,3.51,1938.17,41.65,590.2057466063349,88.88,274.7563420724095,22.61,24.38,0.99,41.18
1370.47,28.44,57.38,214.82,3.68,2004.8,41.6,590.2057466063349,83.94,274.7563420724095,23.36,25.2,0.99,40.48
1403.22,28.57,54.38,216.63,3.88,2035.56,41.45,590.2057466063349,78.88,274.7563420724095,23.7,25.58,0.99,39.6
1341.25,28.71,51.37,218.82,4.1,1926.26,41.23,590.2057466063349,73.78,274.7563420724095,22.42,24.22,1.01,38.63
1257.33,28.76,49.56,219.96,4.01,1796.3,41.08,590.2057466063349,70.81,274.7563420724095,20.91,22.6,1.01,38.84
1281.47,28.8,47.76,219.09,3.89,1838.13,41.32,590.2057466063349,68.5,274.7563420724095,21.4,23.16,1.02,39.51
1216.95,28.85,45.95,218.78,3.69,1748.0,41.44,590.2057466063349,66.0,274.7563420724095,20.36,22.05,0.99,40.35
1216.95,28.85,45.95,218.78,3.69,1748.0,41.44,590.2057466063349,66.0,274.7563420724095,20.36,22.05,0.99,40.35
883.04,28.54,25.24,212.43,3.53,1306.34,42.23,590.2057466063349,37.33,274.7563420724095,15.26,16.58,1.1,42.37
877.56,28.39,14.88,210.23,2.42,1311.8,42.44,590.2057466063349,22.24,274.7563420724095,15.38,16.73,0.99,47.13
865.58,28.01,12.21,211.14,2.52,1288.29,41.69,590.2057466063349,18.17,274.7563420724095,15.17,16.55,0.97,46.61
805.23,27.64,9.53,212.19,2.87,1192.53,40.93,590.2057466063349,14.12,274.7563420724095,14.12,15.43,1.01,45.08
757.13,27.26,6.86,212.71,2.82,1118.58,40.27,590.2057466063349,10.13,274.7563420724095,13.32,14.59,0.99,45.27
848.15,26.7,7.08,213.24,2.93,1249.93,39.35,590.2057466063349,10.43,274.7563420724095,14.98,16.44,0.97,44.83
902.41,26.15,7.29,213.86,3.29,1326.06,38.42,590.2057466063349,10.72,274.7563420724095,16.0,17.59,0.97,43.45
926.12,25.59,7.51,215.69,3.72,1349.31,37.28,590.2057466063349,10.94,274.7563420724095,16.38,18.04,1.02,41.67
935.82,25.03,9.19,215.35,3.56,1365.61,36.52,590.2057466063349,13.41,274.7563420724095,16.69,18.41,1.0,42.42
1009.73,24.46,10.86,215.83,3.59,1470.17,35.62,590.2057466063349,15.82,274.7563420724095,18.09,19.98,1.02,42.35
1044.55,23.9,12.54,215.97,3.4,1519.92,34.78,590.2057466063349,18.25,274.7563420724095,18.83,20.82,1.0,43.12
1044.55,23.9,12.54,215.97,3.4,1519.92,34.78,590.2057466063349,18.25,274.7563420724095,18.83,20.82,1.0,43.12
1088.07,22.91,38.16,216.33,3.4,1580.6,33.28,590.2057466063349,55.43,274.7563420724095,19.81,21.94,0.99,43.29
1110.38,22.41,50.97,215.95,3.59,1615.85,32.61,590.2057466063349,74.17,274.7563420724095,20.32,22.51,0.99,42.81
1123.58,22.24,54.29,216.69,3.73,1629.49,32.25,590.2057466063349,78.74,274.7563420724095,20.53,22.74,1.01,42.29
1089.16,22.07,57.61,216.74,3.69,1579.18,32.0,590.2057466063349,83.53,274.7563420724095,19.92,22.07,1.0,42.55
1152.05,21.9,60.93,217.63,3.73,1663.54,31.62,590.2057466063349,87.98,274.7563420724095,21.0,23.27,0.99,42.37
1197.32,21.95,62.99,218.01,3.85,1725.91,31.64,590.2057466063349,90.79,274.7563420724095,21.8,24.15,1.04,42.01
1125.06,21.99,65.04,218.18,3.42,1620.49,31.68,590.2057466063349,93.69,274.7563420724095,20.48,22.68,1.02,43.63
1083.36,22.04,67.1,217.97,3.2,1561.95,31.78,590.2057466063349,96.74,274.7563420724095,19.74,21.86,1.02,44.61
1079.80,22.14,68.69,218.01,3.01,1556.49,31.92,590.2057466063349,99.01,274.7563420724095,19.67,21.77,1.03,45.45
1087.28,22.25,70.27,218.31,2.7,1565.11,32.02,590.2057466063349,101.16,274.7563420724095,19.77,21.88,1.01,46.72
