S&P Comp.,Dividend,Earnings,CPI,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings,Real TR Scaled Earnings,CAPE,TR CAPE,Monthly Total Bond Returns,Real Total Bond Returns
7.85,0.57,0.99,16.5,4.5,149.51,10.79,590.2057466063349,18.76,222.26,6.1,8.12,1.0,5.21
7.88,0.56,0.98,16.2,4.54,152.86,10.93,590.2057466063349,19.01,226.57,6.24,8.33,1.0,5.31
8.12,0.56,0.98,16.4,4.58,155.59,10.73,590.2057466063349,18.68,223.95,6.36,8.5,1.0,5.25
8.39,0.56,0.97,16.7,4.62,157.88,10.48,590.2057466063349,18.25,220.01,6.46,8.65,1.0,5.16
8.97,0.55,0.97,16.9,4.66,166.8,10.29,590.2057466063349,17.94,217.39,6.83,9.16,1.0,5.1
9.21,0.55,0.96,16.9,4.7,171.26,10.23,590.2057466063349,17.85,217.34,7.02,9.43,1.0,5.11
9.51,0.55,0.96,17.4,4.74,171.76,9.87,590.2057466063349,17.25,211.0,7.05,9.48,1.0,4.96
8.87,0.54,0.95,17.7,4.77,157.48,9.65,590.2057466063349,16.87,207.4,6.48,8.71,1.0,4.88
9.01,0.54,0.95,17.8,4.81,159.07,9.53,590.2057466063349,16.68,206.17,6.56,8.83,1.0,4.86
9.01,0.54,0.95,17.8,4.81,159.07,9.53,590.2057466063349,16.68,206.17,6.56,8.83,1.0,4.86
9.19,0.53,0.94,18.5,4.89,156.11,9.06,590.2057466063349,15.88,198.15,6.47,8.72,1.0,4.69
8.92,0.53,0.93,18.9,4.93,148.31,8.81,590.2057466063349,15.46,193.87,6.16,8.32,1.0,4.59
8.83,0.53,0.92,19.3,4.97,143.78,8.6,590.2057466063349,14.97,188.59,5.99,8.09,1.0,4.5
8.10,0.53,0.91,19.5,4.98,130.54,8.49,590.2057466063349,14.64,185.44,5.46,7.38,1.0,4.47
8.67,0.53,0.9,19.7,4.99,138.3,8.37,590.2057466063349,14.32,182.29,5.8,7.86,1.0,4.44
8.60,0.52,0.89,20.3,5.0,133.13,8.1,590.2057466063349,13.73,175.66,5.6,7.6,1.0,4.32
8.06,0.52,0.88,20.6,5.01,122.96,7.96,590.2057466063349,13.36,171.89,5.19,7.05,1.0,4.27
7.92,0.52,0.87,20.9,5.02,119.09,7.82,590.2057466063349,13.01,168.25,5.04,6.86,1.0,4.23
7.91,0.52,0.85,20.8,5.03,119.51,7.83,590.2057466063349,12.91,167.86,5.08,6.93,1.0,4.26
7.60,0.52,0.84,20.3,5.04,117.65,8.0,590.2057466063349,13.05,170.76,5.02,6.86,1.0,4.38
7.87,0.52,0.83,20.0,5.05,123.66,8.09,590.2057466063349,13.08,172.04,5.3,7.25,1.0,4.46
7.87,0.52,0.83,20.0,5.05,123.66,8.09,590.2057466063349,13.08,172.04,5.3,7.25,1.0,4.46
7.48,0.51,0.81,19.8,5.07,118.72,8.12,590.2057466063349,12.87,171.14,5.13,7.04,1.0,4.54
6.81,0.51,0.8,19.4,5.08,110.31,8.26,590.2057466063349,12.96,173.41,4.78,6.58,1.0,4.65
7.11,0.51,0.76,19.0,5.09,117.6,8.37,590.2057466063349,12.53,168.65,5.12,7.06,1.01,4.76
7.06,0.5,0.72,18.4,5.02,120.58,8.57,590.2057466063349,12.21,165.35,5.27,7.29,1.01,4.96
6.88,0.5,0.67,18.3,4.96,118.15,8.54,590.2057466063349,11.55,157.32,5.19,7.19,1.01,5.04
6.91,0.49,0.63,18.1,4.89,119.97,8.56,590.2057466063349,10.94,149.89,5.3,7.35,1.01,5.14
7.12,0.49,0.59,17.7,4.83,126.41,8.69,590.2057466063349,10.43,143.76,5.61,7.8,1.01,5.31
6.55,0.49,0.55,17.6,4.76,116.95,8.66,590.2057466063349,9.73,134.94,5.22,7.27,1.01,5.39
6.53,0.48,0.5,17.7,4.7,115.94,8.54,590.2057466063349,8.92,124.48,5.2,7.26,1.01,5.4
6.45,0.48,0.46,17.7,4.63,114.52,8.46,590.2057466063349,8.17,114.65,5.16,7.23,1.01,5.45
6.61,0.47,0.42,17.5,4.56,118.7,8.48,590.2057466063349,7.5,105.87,5.38,7.55,1.01,5.57
6.61,0.47,0.42,17.5,4.56,118.7,8.48,590.2057466063349,7.5,105.87,5.38,7.55,1.01,5.57
7.06,0.46,0.33,17.4,4.43,127.51,8.38,590.2057466063349,6.01,85.76,5.84,8.24,1.01,5.7
7.31,0.46,0.29,17.3,4.37,132.79,8.36,590.2057466063349,5.27,75.63,6.11,8.65,1.01,5.78
7.30,0.46,0.32,16.9,4.3,135.74,8.63,590.2057466063349,6.01,86.77,6.29,8.92,1.0,5.97
7.46,0.47,0.36,16.9,4.31,138.72,8.71,590.2057466063349,6.63,96.23,6.46,9.19,1.0,5.99
7.74,0.47,0.39,16.7,4.31,145.65,8.89,590.2057466063349,7.34,107.02,6.82,9.72,1.0,6.08
8.21,0.48,0.42,16.7,4.32,154.49,8.97,590.2057466063349,7.97,116.71,7.27,10.38,1.0,6.1
8.53,0.48,0.46,16.7,4.32,160.51,9.05,590.2057466063349,8.59,126.52,7.59,10.85,1.0,6.12
8.45,0.49,0.49,16.7,4.33,159.01,9.13,590.2057466063349,9.22,136.39,7.56,10.82,1.0,6.14
8.51,0.49,0.52,16.8,4.33,159.18,9.15,590.2057466063349,9.79,145.49,7.6,10.89,1.0,6.13
8.83,0.49,0.56,16.6,4.34,167.16,9.34,590.2057466063349,10.54,157.36,8.02,11.5,1.0,6.22
9.06,0.5,0.59,16.6,4.34,171.51,9.42,590.2057466063349,11.17,167.54,8.27,11.86,1.0,6.24
9.06,0.5,0.59,16.6,4.34,171.51,9.42,590.2057466063349,11.17,167.54,8.27,11.86,1.0,6.24
8.80,0.51,0.66,16.8,4.35,164.61,9.46,590.2057466063349,12.28,185.98,8.0,11.49,1.0,6.2
8.78,0.51,0.69,16.9,4.36,163.26,9.48,590.2057466063349,12.83,195.19,7.96,11.45,1.0,6.19
8.90,0.51,0.71,16.8,4.36,166.48,9.57,590.2057466063349,13.36,204.22,8.15,11.73,1.01,6.24
9.28,0.51,0.74,16.8,4.34,173.59,9.6,590.2057466063349,13.81,212.08,8.53,12.27,1.01,6.28
9.43,0.52,0.76,16.8,4.31,176.39,9.63,590.2057466063349,14.26,220.03,8.7,12.51,1.01,6.32
9.10,0.52,0.79,16.9,4.29,169.21,9.61,590.2057466063349,14.63,226.74,8.37,12.04,1.01,6.31
8.67,0.52,0.81,16.9,4.26,161.22,9.64,590.2057466063349,15.08,234.85,8.0,11.51,1.01,6.35
8.34,0.52,0.84,17.0,4.24,154.17,9.61,590.2057466063349,15.44,241.68,7.67,11.04,1.01,6.35
8.06,0.52,0.86,17.2,4.21,147.26,9.53,590.2057466063349,15.7,247.12,7.35,10.57,1.01,6.31
8.10,0.52,0.88,17.1,4.19,148.86,9.62,590.2057466063349,16.23,256.92,7.44,10.72,1.01,6.38
8.15,0.53,0.91,17.2,4.16,148.91,9.59,590.2057466063349,16.58,263.83,7.46,10.75,1.01,6.38
8.15,0.53,0.91,17.2,4.16,148.91,9.59,590.2057466063349,16.58,263.83,7.46,10.75,1.01,6.38
8.27,0.53,0.96,17.3,4.11,150.22,9.6,590.2057466063349,17.36,279.25,7.55,10.88,1.01,6.41
8.55,0.53,0.98,17.3,4.09,155.31,9.63,590.2057466063349,17.8,287.8,7.81,11.26,1.01,6.44
8.83,0.53,0.98,17.3,4.06,160.4,9.66,590.2057466063349,17.73,288.01,8.07,11.63,1.0,6.48
8.87,0.53,0.97,17.2,4.04,162.06,9.74,590.2057466063349,17.75,289.91,8.16,11.76,1.0,6.55
8.70,0.54,0.97,17.1,4.03,159.88,9.83,590.2057466063349,17.78,291.83,8.06,11.61,1.0,6.62
8.50,0.54,0.96,17.0,4.01,157.13,9.92,590.2057466063349,17.81,293.81,7.92,11.42,1.0,6.69
8.47,0.54,0.96,17.0,3.99,156.57,9.95,590.2057466063349,17.73,294.11,7.9,11.38,1.0,6.72
8.63,0.54,0.96,17.0,3.98,159.53,9.98,590.2057466063349,17.65,294.35,8.05,11.6,1.0,6.75
9.03,0.54,0.95,17.1,3.96,165.95,9.96,590.2057466063349,17.47,292.8,8.38,12.07,1.0,6.74
9.34,0.54,0.95,17.0,3.94,172.66,10.04,590.2057466063349,17.5,294.67,8.72,12.56,1.0,6.81
9.25,0.55,0.94,17.1,3.93,169.99,10.02,590.2057466063349,17.32,293.08,8.58,12.36,1.0,6.81
9.25,0.55,0.94,17.1,3.93,169.99,10.02,590.2057466063349,17.32,293.08,8.58,12.36,1.0,6.81
9.64,0.55,0.93,17.2,3.89,176.13,10.02,590.2057466063349,17.07,291.63,8.89,12.8,1.0,6.83
10.16,0.55,0.93,17.3,3.88,184.56,9.99,590.2057466063349,16.89,289.94,9.31,13.41,1.0,6.82
10.58,0.55,0.96,17.3,3.86,192.19,10.07,590.2057466063349,17.38,299.57,9.69,13.95,1.0,6.85
10.67,0.56,0.98,17.2,3.85,194.95,10.2,590.2057466063349,17.97,311.04,9.83,14.14,1.0,6.92
10.39,0.56,1.01,17.3,3.83,188.73,10.22,590.2057466063349,18.35,319.07,9.52,13.69,1.0,6.91
10.28,0.57,1.04,17.2,3.82,187.82,10.35,590.2057466063349,18.95,331.02,9.48,13.62,1.0,6.98
10.61,0.57,1.06,17.3,3.8,192.73,10.37,590.2057466063349,19.31,338.87,9.73,13.96,1.0,6.98
10.80,0.58,1.09,17.5,3.79,193.94,10.33,590.2057466063349,19.57,345.03,9.8,14.04,1.0,6.93
11.10,0.58,1.12,17.7,3.77,197.07,10.28,590.2057466063349,19.83,351.1,9.96,14.26,1.0,6.88
11.25,0.58,1.14,17.7,3.76,199.74,10.36,590.2057466063349,20.29,360.82,10.11,14.45,1.0,6.91
11.51,0.59,1.17,17.7,3.74,204.35,10.43,590.2057466063349,20.77,370.92,10.36,14.78,1.0,6.94
11.51,0.59,1.17,17.7,3.74,204.35,10.43,590.2057466063349,20.77,370.92,10.36,14.78,1.0,6.94
12.26,0.6,1.22,18.0,3.71,214.04,10.4,590.2057466063349,21.35,384.39,10.89,15.46,1.0,6.88
12.46,0.6,1.25,17.9,3.7,218.75,10.53,590.2057466063349,21.95,396.66,11.15,15.79,1.0,6.95
12.65,0.61,1.25,17.9,3.68,222.08,10.67,590.2057466063349,21.93,397.93,11.34,16.02,1.01,6.98
12.67,0.62,1.25,17.9,3.65,222.44,10.8,590.2057466063349,21.91,399.21,11.39,16.04,1.01,7.02
11.81,0.62,1.25,17.8,3.62,208.5,10.99,590.2057466063349,22.03,403.22,10.71,15.05,1.01,7.1
11.48,0.63,1.25,17.9,3.6,201.54,11.06,590.2057466063349,21.89,402.48,10.4,14.56,1.01,7.09
11.56,0.64,1.25,17.8,3.57,204.09,11.25,590.2057466063349,22.0,406.27,10.58,14.77,1.01,7.17
12.11,0.65,1.25,17.7,3.54,215.01,11.45,590.2057466063349,22.1,410.05,11.2,15.59,1.01,7.25
12.62,0.65,1.24,17.5,3.51,226.62,11.72,590.2057466063349,22.34,416.19,11.87,16.47,1.01,7.37
13.12,0.66,1.24,17.4,3.48,236.96,11.92,590.2057466063349,22.45,420.0,12.49,17.26,1.01,7.45
13.32,0.67,1.24,17.5,3.45,239.19,11.99,590.2057466063349,22.3,419.01,12.69,17.47,1.01,7.45
13.32,0.67,1.24,17.5,3.45,239.19,11.99,590.2057466063349,22.3,419.01,12.69,17.47,1.01,7.45
13.19,0.68,1.24,17.7,3.4,234.18,12.12,590.2057466063349,22.03,417.52,12.62,17.22,1.01,7.44
13.49,0.69,1.24,17.7,3.37,239.51,12.25,590.2057466063349,22.02,418.96,13.01,17.68,1.01,7.48
13.40,0.7,1.23,17.5,3.34,240.63,12.51,590.2057466063349,22.07,421.81,13.19,17.84,1.0,7.61
13.66,0.7,1.22,17.4,3.34,246.71,12.7,590.2057466063349,22.0,422.24,13.63,18.36,1.0,7.67
13.87,0.71,1.21,17.3,3.34,251.95,12.9,590.2057466063349,21.94,422.99,14.03,18.81,1.0,7.74
14.21,0.72,1.2,17.3,3.34,258.12,13.02,590.2057466063349,21.74,420.9,14.49,19.34,1.0,7.76
14.70,0.72,1.19,17.4,3.34,265.49,13.06,590.2057466063349,21.42,416.34,15.0,19.94,1.0,7.74
14.89,0.73,1.18,17.6,3.34,265.87,13.03,590.2057466063349,20.98,409.46,15.12,20.01,1.0,7.67
15.22,0.74,1.16,17.3,3.34,276.47,13.38,590.2057466063349,21.14,414.32,15.82,20.85,1.0,7.83
16.03,0.74,1.15,17.2,3.33,292.88,13.58,590.2057466063349,21.07,414.39,16.86,22.14,1.0,7.9
16.94,0.75,1.14,17.3,3.33,307.72,13.62,590.2057466063349,20.76,409.92,17.82,23.29,1.0,7.87
16.94,0.75,1.14,17.3,3.33,307.72,13.62,590.2057466063349,20.76,409.92,17.82,23.29,1.0,7.87
17.06,0.76,1.12,17.3,3.33,309.89,13.87,590.2057466063349,20.36,405.06,18.13,23.52,1.0,7.92
17.46,0.77,1.11,17.3,3.33,317.16,13.99,590.2057466063349,20.16,402.56,18.65,24.1,1.0,7.94
17.53,0.78,1.13,17.3,3.33,318.43,14.11,590.2057466063349,20.58,412.42,18.81,24.22,1.0,7.96
17.32,0.78,1.16,17.1,3.35,318.3,14.4,590.2057466063349,21.23,426.95,18.87,24.22,1.0,8.06
18.25,0.79,1.18,17.1,3.38,335.39,14.52,590.2057466063349,21.63,436.65,19.94,25.51,1.0,8.07
19.40,0.8,1.2,17.1,3.4,356.52,14.64,590.2057466063349,22.05,446.7,21.26,27.1,1.0,8.08
20.00,0.8,1.22,17.2,3.42,365.41,14.68,590.2057466063349,22.33,453.76,21.83,27.73,1.0,8.04
19.02,0.81,1.25,17.1,3.44,349.54,14.89,590.2057466063349,22.88,466.66,20.91,26.48,1.0,8.09
19.16,0.82,1.27,17.1,3.47,352.11,15.01,590.2057466063349,23.3,476.97,21.08,26.61,1.0,8.1
19.78,0.82,1.29,17.1,3.49,363.51,15.13,590.2057466063349,23.71,486.92,21.76,27.39,1.0,8.11
21.17,0.83,1.31,17.3,3.51,384.55,15.08,590.2057466063349,23.83,491.1,23.0,28.87,1.0,8.02
21.17,0.83,1.31,17.3,3.51,384.55,15.08,590.2057466063349,23.83,491.1,23.0,28.87,1.0,8.02
23.06,0.84,1.36,17.2,3.56,421.32,15.41,590.2057466063349,24.79,514.11,25.12,31.34,1.0,8.09
23.15,0.85,1.38,17.1,3.58,425.44,15.62,590.2057466063349,25.36,527.49,25.3,31.47,1.0,8.14
24.86,0.86,1.4,17.1,3.6,456.86,15.8,590.2057466063349,25.71,536.3,27.08,33.59,1.01,8.15
24.99,0.87,1.42,17.1,3.57,459.25,15.99,590.2057466063349,26.06,545.16,27.13,33.56,1.01,8.2
25.43,0.88,1.44,17.0,3.55,470.09,16.27,590.2057466063349,26.58,557.7,27.68,34.13,1.01,8.29
25.28,0.89,1.46,16.9,3.52,470.08,16.55,590.2057466063349,27.09,570.08,27.57,33.9,1.01,8.38
25.66,0.9,1.48,17.0,3.5,474.34,16.64,590.2057466063349,27.28,575.8,27.7,33.97,1.01,8.37
26.15,0.91,1.5,17.1,3.47,480.57,16.72,590.2057466063349,27.47,581.48,27.94,34.17,1.01,8.36
28.48,0.92,1.51,17.3,3.45,517.34,16.71,590.2057466063349,27.5,583.63,29.93,36.51,1.01,8.31
30.10,0.93,1.53,17.3,3.42,546.77,16.89,590.2057466063349,27.85,592.47,31.48,38.29,1.01,8.35
31.30,0.94,1.55,17.3,3.39,568.56,17.08,590.2057466063349,28.19,601.32,32.56,39.5,1.01,8.39
31.30,0.94,1.55,17.3,3.39,568.56,17.08,590.2057466063349,28.19,601.32,32.56,39.5,1.01,8.39
20.58,0.96,1.59,17.3,3.34,373.84,17.44,590.2057466063349,28.9,620.57,21.17,25.59,1.0,8.48
21.40,0.97,1.61,17.2,3.32,390.99,17.72,590.2057466063349,29.42,634.02,22.01,26.57,1.0,8.57
21.71,0.97,1.56,17.1,3.29,398.97,17.84,590.2057466063349,28.61,619.03,22.31,26.9,1.0,8.66
23.07,0.97,1.5,17.0,3.29,426.46,17.96,590.2057466063349,27.78,603.19,23.7,28.53,1.0,8.73
23.94,0.97,1.45,16.9,3.3,445.16,18.08,590.2057466063349,26.96,587.34,24.59,29.57,1.0,8.81
25.46,0.97,1.4,17.0,3.3,470.64,17.99,590.2057466063349,25.82,564.34,25.84,31.04,1.0,8.77
23.94,0.97,1.34,16.9,3.31,445.16,18.12,590.2057466063349,24.97,547.59,24.31,29.17,1.0,8.85
21.52,0.98,1.29,16.8,3.31,402.55,18.24,590.2057466063349,24.13,531.11,21.87,26.24,1.0,8.92
21.06,0.98,1.24,16.6,3.32,398.69,18.47,590.2057466063349,23.42,517.41,21.55,25.85,1.0,9.05
20.79,0.98,1.18,16.5,3.32,395.96,18.6,590.2057466063349,22.53,499.77,21.3,25.56,1.0,9.13
20.78,0.98,1.13,16.6,3.32,393.39,18.51,590.2057466063349,21.39,476.37,21.07,25.29,1.0,9.1
20.78,0.98,1.13,16.6,3.32,393.39,18.51,590.2057466063349,21.39,476.37,21.07,25.29,1.0,9.1
16.62,0.98,1.02,16.4,3.33,318.47,18.76,590.2057466063349,19.6,440.66,16.94,20.38,1.0,9.25
15.51,0.98,0.97,16.1,3.34,302.74,19.13,590.2057466063349,18.93,427.85,16.06,19.35,1.0,9.45
15.98,0.97,0.94,15.9,3.34,315.84,19.11,590.2057466063349,18.58,421.95,16.71,20.17,1.0,9.59
17.20,0.95,0.91,15.7,3.37,344.28,19.08,590.2057466063349,18.21,415.6,18.16,21.96,1.0,9.71
17.53,0.94,0.88,15.6,3.4,353.13,18.94,590.2057466063349,17.73,406.28,18.58,22.49,1.0,9.78
15.86,0.93,0.85,15.5,3.43,321.55,18.79,590.2057466063349,17.23,396.89,16.87,20.46,1.0,9.85
14.33,0.91,0.82,15.3,3.45,294.33,18.76,590.2057466063349,16.84,389.94,15.4,18.72,1.0,9.98
13.87,0.9,0.79,15.1,3.48,288.66,18.73,590.2057466063349,16.44,382.71,15.06,18.36,1.0,10.12
14.33,0.89,0.76,15.1,3.51,298.23,18.45,590.2057466063349,15.82,370.08,15.52,18.96,1.0,10.12
13.90,0.87,0.73,15.1,3.54,289.28,18.17,590.2057466063349,15.19,357.33,15.01,18.38,1.0,10.13
11.83,0.86,0.7,15.0,3.57,247.84,18.02,590.2057466063349,14.67,347.02,12.82,15.76,1.0,10.2
11.83,0.86,0.7,15.0,3.57,247.84,18.02,590.2057466063349,14.67,347.02,12.82,15.76,1.0,10.2
10.39,0.83,0.64,14.7,3.62,222.12,17.81,590.2057466063349,13.68,328.16,11.42,14.16,1.0,10.42
8.44,0.82,0.61,14.6,3.65,181.66,17.65,590.2057466063349,13.13,317.47,9.31,11.61,1.0,10.5
8.30,0.79,0.59,14.3,3.68,182.4,17.43,590.2057466063349,13.04,317.76,9.31,11.69,1.01,10.73
8.23,0.77,0.58,14.1,3.65,183.43,17.09,590.2057466063349,12.85,315.69,9.34,11.79,1.01,10.94
8.26,0.74,0.56,14.0,3.62,185.41,16.61,590.2057466063349,12.57,311.04,9.41,11.95,1.01,11.08
6.28,0.71,0.54,13.9,3.59,141.98,16.13,590.2057466063349,12.28,306.81,7.19,9.19,1.01,11.23
5.51,0.69,0.53,13.7,3.56,126.39,15.75,590.2057466063349,12.08,304.91,6.39,8.24,1.01,11.45
4.77,0.66,0.51,13.6,3.53,110.22,15.25,590.2057466063349,11.78,300.85,5.57,7.24,1.01,11.6
5.01,0.63,0.49,13.6,3.5,115.77,14.63,590.2057466063349,11.4,294.06,5.84,7.65,1.01,11.67
7.53,0.61,0.48,13.5,3.46,175.28,14.12,590.2057466063349,11.1,288.19,8.83,11.63,1.01,11.82
8.26,0.58,0.46,13.4,3.43,193.71,13.6,590.2057466063349,10.79,281.81,9.76,12.89,1.01,11.97
8.26,0.58,0.46,13.4,3.43,193.71,13.6,590.2057466063349,10.79,281.81,9.76,12.89,1.01,11.97
7.05,0.53,0.43,13.2,3.37,167.84,12.54,590.2057466063349,10.16,268.75,8.46,11.26,1.01,12.28
6.82,0.5,0.41,13.1,3.34,163.6,11.99,590.2057466063349,9.84,261.79,8.26,11.03,1.01,12.44
7.09,0.5,0.41,12.9,3.31,172.72,12.06,590.2057466063349,10.05,269.03,8.73,11.69,1.0,12.71
6.25,0.49,0.42,12.7,3.29,154.65,12.12,590.2057466063349,10.27,276.72,7.83,10.52,1.0,12.96
6.23,0.49,0.42,12.6,3.28,155.38,12.1,590.2057466063349,10.41,282.42,7.87,10.63,1.0,13.11
6.89,0.48,0.42,12.6,3.26,171.84,11.97,590.2057466063349,10.48,285.76,8.72,11.81,1.0,13.17
8.87,0.48,0.42,12.6,3.25,221.23,11.85,590.2057466063349,10.54,288.74,11.25,15.25,1.0,13.22
10.39,0.47,0.43,12.7,3.23,257.09,11.63,590.2057466063349,10.52,289.25,13.1,17.77,1.0,13.17
11.23,0.47,0.43,13.1,3.22,269.4,11.15,590.2057466063349,10.26,283.04,13.75,18.66,1.0,12.82
10.67,0.46,0.43,13.2,3.2,254.02,10.95,590.2057466063349,10.24,283.55,13.0,17.65,1.0,12.77
10.58,0.46,0.43,13.2,3.18,251.88,10.83,590.2057466063349,10.3,286.22,12.92,17.55,1.0,12.83
10.58,0.46,0.43,13.2,3.18,251.88,10.83,590.2057466063349,10.3,286.22,12.92,17.55,1.0,12.83
9.78,0.45,0.44,13.2,3.15,232.83,10.59,590.2057466063349,10.42,291.77,12.01,16.33,1.0,12.93
9.97,0.44,0.44,13.2,3.14,237.36,10.48,590.2057466063349,10.48,294.52,12.28,16.71,1.0,12.98
10.54,0.44,0.44,13.2,3.12,250.93,10.49,590.2057466063349,10.58,298.37,13.03,17.72,1.0,13.03
11.32,0.44,0.45,13.3,3.09,267.47,10.44,590.2057466063349,10.59,299.83,13.93,18.95,1.0,13.0
10.74,0.44,0.45,13.3,3.07,253.77,10.46,590.2057466063349,10.69,303.68,13.25,18.04,1.0,13.06
10.92,0.44,0.46,13.3,3.04,258.02,10.47,590.2057466063349,10.79,307.53,13.52,18.4,1.0,13.12
9.81,0.44,0.46,13.3,3.01,231.79,10.5,590.2057466063349,10.89,311.46,12.18,16.58,1.0,13.19
9.94,0.45,0.47,13.4,2.98,233.11,10.44,590.2057466063349,10.91,313.12,12.29,16.73,1.0,13.15
9.47,0.45,0.47,13.4,2.96,222.09,10.45,590.2057466063349,11.0,317.19,11.74,16.0,1.0,13.22
9.10,0.45,0.47,13.4,2.93,213.41,10.48,590.2057466063349,11.1,321.27,11.32,15.43,1.0,13.28
8.88,0.45,0.48,13.6,2.9,205.19,10.34,590.2057466063349,11.03,320.69,10.91,14.89,1.0,13.15
8.88,0.45,0.48,13.6,2.9,205.19,10.34,590.2057466063349,11.03,320.69,10.91,14.89,1.0,13.15
9.20,0.45,0.49,13.5,2.85,214.16,10.46,590.2057466063349,11.31,331.4,11.45,15.65,1.0,13.37
9.26,0.45,0.49,13.4,2.82,217.16,10.55,590.2057466063349,11.49,338.12,11.64,15.92,1.0,13.54
9.26,0.45,0.57,13.6,2.79,213.97,10.4,590.2057466063349,13.17,389.11,11.5,15.73,1.0,13.4
8.98,0.45,0.65,13.7,2.78,205.99,10.32,590.2057466063349,14.91,442.32,11.09,15.18,1.0,13.35
8.41,0.45,0.73,13.7,2.77,192.91,10.32,590.2057466063349,16.74,498.98,10.4,14.24,1.0,13.39
9.04,0.45,0.76,13.8,2.76,205.86,10.17,590.2057466063349,17.23,515.57,11.1,15.2,1.0,13.34
9.75,0.44,0.78,13.8,2.74,222.03,10.1,590.2057466063349,17.84,535.76,11.99,16.4,1.0,13.38
10.12,0.44,0.81,13.7,2.73,232.14,10.09,590.2057466063349,18.58,560.07,12.54,17.14,1.0,13.53
10.65,0.44,0.79,13.7,2.72,244.29,10.09,590.2057466063349,18.2,550.43,13.2,18.02,1.0,13.57
11.37,0.44,0.78,13.7,2.71,260.81,10.09,590.2057466063349,17.82,540.61,14.11,19.22,1.0,13.61
11.61,0.44,0.76,13.7,2.7,266.31,10.09,590.2057466063349,17.43,530.68,14.42,19.62,1.0,13.66
11.61,0.44,0.76,13.7,2.7,266.31,10.09,590.2057466063349,17.43,530.68,14.42,19.62,1.0,13.66
13.04,0.46,0.76,13.8,2.67,296.95,10.48,590.2057466063349,17.31,530.04,16.13,21.87,1.0,13.65
13.04,0.47,0.76,13.8,2.66,296.95,10.7,590.2057466063349,17.31,531.64,16.16,21.87,1.0,13.69
13.76,0.48,0.77,13.8,2.65,313.34,10.93,590.2057466063349,17.53,540.2,17.09,23.08,1.0,13.74
14.55,0.49,0.78,13.8,2.65,331.33,11.16,590.2057466063349,17.76,548.75,18.1,24.41,1.0,13.76
14.86,0.5,0.79,13.7,2.66,340.86,11.47,590.2057466063349,18.12,561.41,18.66,25.1,1.0,13.89
14.88,0.52,0.82,13.7,2.66,341.32,11.85,590.2057466063349,18.81,584.42,18.72,25.13,1.0,13.92
14.09,0.53,0.85,13.7,2.66,323.2,12.23,590.2057466063349,19.5,607.71,17.75,23.79,1.0,13.95
14.69,0.55,0.88,13.8,2.66,334.52,12.52,590.2057466063349,20.04,626.55,18.39,24.6,1.0,13.87
15.56,0.57,0.9,13.9,2.67,351.78,12.89,590.2057466063349,20.35,638.12,19.36,25.84,1.0,13.8
15.87,0.59,0.92,14.0,2.67,356.23,13.24,590.2057466063349,20.65,649.64,19.62,26.13,1.0,13.73
16.05,0.61,0.94,14.0,2.67,360.27,13.69,590.2057466063349,21.1,665.87,19.86,26.4,1.0,13.76
16.05,0.61,0.94,14.0,2.67,360.27,13.69,590.2057466063349,21.1,665.87,19.86,26.4,1.0,13.76
17.36,0.68,0.99,14.0,2.68,389.68,15.34,590.2057466063349,22.3,708.21,21.5,28.45,1.0,13.81
17.06,0.72,1.02,14.0,2.68,382.94,16.16,590.2057466063349,22.9,729.78,21.13,27.9,1.0,13.84
17.59,0.73,1.05,14.1,2.68,392.04,16.27,590.2057466063349,23.4,748.5,21.62,28.5,1.0,13.77
18.11,0.74,1.08,14.1,2.67,403.63,16.49,590.2057466063349,24.07,772.5,22.24,29.26,1.0,13.81
18.09,0.75,1.11,14.2,2.66,400.34,16.6,590.2057466063349,24.56,791.09,22.04,28.93,1.0,13.76
17.01,0.78,1.13,14.3,2.65,373.81,17.14,590.2057466063349,24.83,802.77,20.56,26.93,1.0,13.71
16.25,0.81,1.15,14.4,2.64,354.63,17.68,590.2057466063349,25.1,814.68,19.47,25.47,1.0,13.65
15.64,0.84,1.17,14.4,2.63,341.32,18.33,590.2057466063349,25.53,832.55,18.71,24.45,1.0,13.69
16.57,0.82,1.19,14.5,2.62,359.12,17.7,590.2057466063349,25.72,842.04,19.65,25.63,1.0,13.64
16.74,0.79,1.2,14.5,2.61,362.8,17.19,590.2057466063349,26.08,857.23,19.81,25.79,1.0,13.68
14.37,0.77,1.22,14.6,2.6,309.3,16.57,590.2057466063349,26.26,867.01,16.85,21.91,1.0,13.63
14.37,0.77,1.22,14.6,2.6,309.3,16.57,590.2057466063349,26.26,867.01,16.85,21.91,1.0,13.63
11.20,0.79,1.16,14.5,2.58,242.73,17.12,590.2057466063349,25.14,839.35,13.16,17.11,1.0,13.81
11.02,0.8,1.13,14.4,2.57,240.49,17.46,590.2057466063349,24.66,828.3,13.01,16.93,1.0,13.95
11.31,0.79,1.08,14.2,2.56,250.3,17.56,590.2057466063349,23.83,805.01,13.51,17.59,1.0,14.19
11.04,0.79,1.02,14.1,2.54,246.05,17.53,590.2057466063349,22.81,775.13,13.26,17.28,1.0,14.34
10.31,0.78,0.97,14.1,2.53,229.78,17.38,590.2057466063349,21.62,739.36,12.38,16.14,1.0,14.39
